event,orig_id,time_value,latitude_value,longitude_value,depth_value,magnitude_value,magnitude_type
igepn2016rpdz,105012,   2016-09-07 05:10:06.000,-3.133844,-81.780586,14.71,3.7,   Ms(BB)
igepn2016rpdz,105012,   2016-09-07 05:10:06.000,-3.133844,-81.780586,14.71,3.6,        M
igepn2016rqxe,105064,   2016-09-08 04:00:10.000,-4.213328,-79.679115,64.37,3.6,      MLv
igepn2016rqxe,105064,   2016-09-08 04:00:10.000,-4.213328,-79.679115,64.37,3.4,     Mjma
igepn2016rqxe,105064,   2016-09-08 04:00:10.000,-4.213328,-79.679115,64.37,3.4,   Ms(BB)
igepn2016rqxe,105064,   2016-09-08 04:00:10.000,-4.213328,-79.679115,64.37,3.5,        M
igepn2016rrqt,105089,   2016-09-08 13:52:37.000,-2.722914,-77.243065,75.56,3.7,      MLv
igepn2016rrqt,105089,   2016-09-08 13:52:37.000,-2.722914,-77.243065,75.56,3.4,     Mjma
igepn2016rrqt,105089,   2016-09-08 13:52:37.000,-2.722914,-77.243065,75.56,4.1,   Ms(BB)
igepn2016rrqt,105089,   2016-09-08 13:52:37.000,-2.722914,-77.243065,75.56,3.7,        M
igepn2016rssl,105110,   2016-09-09 03:52:51.000,0.428311,-81.004448,10.0,3.6,      MLv
igepn2016rssl,105110,   2016-09-09 03:52:51.000,0.428311,-81.004448,10.0,3.4,     Mjma
igepn2016rssl,105110,   2016-09-09 03:52:51.000,0.428311,-81.004448,10.0,3.4,   Ms(BB)
igepn2016rssl,105110,   2016-09-09 03:52:51.000,0.428311,-81.004448,10.0,3.5,        M
igepn2016rtsv,105130,   2016-09-09 17:12:39.000,-0.464686,-80.892838,10.0,4.0,      MLv
igepn2016rtsv,105130,   2016-09-09 17:12:39.000,-0.464686,-80.892838,10.0,3.8,     Mjma
igepn2016rtsv,105130,   2016-09-09 17:12:39.000,-0.464686,-80.892838,10.0,3.9,   Ms(BB)
igepn2016rtsv,105130,   2016-09-09 17:12:39.000,-0.464686,-80.892838,10.0,3.9,        M
igepn2016ruiu,105150,   2016-09-10 01:15:50.000,-2.512603,-77.336517,7.8,3.8,      MLv
igepn2016ruiu,105150,   2016-09-10 01:15:50.000,-2.512603,-77.336517,7.8,3.6,     Mjma
igepn2016ruiu,105150,   2016-09-10 01:15:50.000,-2.512603,-77.336517,7.8,3.7,   Ms(BB)
igepn2016ruiu,105150,   2016-09-10 01:15:50.000,-2.512603,-77.336517,7.8,3.7,        M
igepn2016rupy,105155,   2016-09-10 04:53:30.000,-1.624722,-77.738182,197.55,3.9,      MLv
igepn2016rupy,105155,   2016-09-10 04:53:30.000,-1.624722,-77.738182,197.55,3.9,        M
igepn2016rxpi,105234,   2016-09-11 19:59:07.000,-2.718229,-77.639999,108.65,4.8,      MLv
igepn2016rxpi,105234,   2016-09-11 19:59:07.000,-2.718229,-77.639999,108.65,4.8,        M
igepn2016scvq,105527,   2016-09-14 16:50:34.000,0.612577,-80.200798,7.59,4.9,      MLv
igepn2016scvq,105527,   2016-09-14 16:50:34.000,0.612577,-80.200798,7.59,5.0,     Mjma
igepn2016scvq,105527,   2016-09-14 16:50:34.000,0.612577,-80.200798,7.59,4.7,   Ms(BB)
igepn2016scvq,105527,   2016-09-14 16:50:34.000,0.612577,-80.200798,7.59,4.9,        M
igepn2016sdhv,105551,   2016-09-14 23:00:08.000,0.639534,-80.192505,5.02,3.8,     Mjma
igepn2016sdhv,105551,   2016-09-14 23:00:08.000,0.639534,-80.192505,5.02,3.7,      MLv
igepn2016sdhv,105551,   2016-09-14 23:00:08.000,0.639534,-80.192505,5.02,3.8,   Ms(BB)
igepn2016sdhv,105551,   2016-09-14 23:00:08.000,0.639534,-80.192505,5.02,3.7,        M
igepn2016sdkk,105557,   2016-09-15 00:18:29.000,0.619893,-80.179436,5.47,3.6,     Mjma
igepn2016sdkk,105557,   2016-09-15 00:18:29.000,0.619893,-80.179436,5.47,3.5,      MLv
igepn2016sdkk,105557,   2016-09-15 00:18:29.000,0.619893,-80.179436,5.47,3.6,   Ms(BB)
igepn2016sdkk,105557,   2016-09-15 00:18:29.000,0.619893,-80.179436,5.47,4.1,       ML
igepn2016sdkk,105557,   2016-09-15 00:18:29.000,0.619893,-80.179436,5.47,3.7,        M
igepn2016sdks,105558,   2016-09-15 00:27:40.000,0.635663,-80.199783,4.71,3.6,     Mjma
igepn2016sdks,105558,   2016-09-15 00:27:40.000,0.635663,-80.199783,4.71,3.4,      MLv
igepn2016sdks,105558,   2016-09-15 00:27:40.000,0.635663,-80.199783,4.71,3.6,   Ms(BB)
igepn2016sdks,105558,   2016-09-15 00:27:40.000,0.635663,-80.199783,4.71,3.4,      MLv
igepn2016sdks,105558,   2016-09-15 00:27:40.000,0.635663,-80.199783,4.71,3.5,        M
igepn2016sdks,105558,   2016-09-15 00:27:40.000,0.635663,-80.199783,4.71,3.6,     Mjma
igepn2016segw,105609,   2016-09-15 11:41:09.000,-3.339997,-80.771896,6.55,4.3,      MLv
igepn2016segw,105609,   2016-09-15 11:41:09.000,-3.339997,-80.771896,6.55,4.0,     Mjma
igepn2016segw,105609,   2016-09-15 11:41:09.000,-3.339997,-80.771896,6.55,4.0,   Ms(BB)
igepn2016segw,105609,   2016-09-15 11:41:09.000,-3.339997,-80.771896,6.55,4.1,        M
igepn2016sqgb,106126,   2016-09-22 00:53:53.000,-2.402434,-79.910683,49.75,4.0,      MLv
igepn2016sqgb,106126,   2016-09-22 00:53:53.000,-2.402434,-79.910683,49.75,3.8,     Mjma
igepn2016sqgb,106126,   2016-09-22 00:53:53.000,-2.402434,-79.910683,49.75,3.7,   Ms(BB)
igepn2016sqgb,106126,   2016-09-22 00:53:53.000,-2.402434,-79.910683,49.75,3.8,        M
igepn2016sxbf,106416,   2016-09-25 18:23:57.000,-3.245413,-80.783211,10.0,4.9,      MLv
igepn2016sxbf,106416,   2016-09-25 18:23:57.000,-3.245413,-80.783211,10.0,4.8,     Mjma
igepn2016sxbf,106416,   2016-09-25 18:23:57.000,-3.245413,-80.783211,10.0,4.5,   Ms(BB)
igepn2016sxbf,106416,   2016-09-25 18:23:57.000,-3.245413,-80.783211,10.0,4.7,        M
igepn2016szvx,106497,   2016-09-27 07:05:30.000,-3.455218,-80.839386,10.0,3.6,      MLv
igepn2016szvx,106497,   2016-09-27 07:05:30.000,-3.455218,-80.839386,10.0,3.4,     Mjma
igepn2016szvx,106497,   2016-09-27 07:05:30.000,-3.455218,-80.839386,10.0,3.7,   Ms(BB)
igepn2016szvx,106497,   2016-09-27 07:05:30.000,-3.455218,-80.839386,10.0,3.6,        M
igepn2016tdgh,106646,   2016-09-29 03:46:01.000,-0.873601,-80.945152,7.6,3.6,      MLv
igepn2016tdgh,106646,   2016-09-29 03:46:01.000,-0.873601,-80.945152,7.6,3.5,     Mjma
igepn2016tdgh,106646,   2016-09-29 03:46:01.000,-0.873601,-80.945152,7.6,3.5,   Ms(BB)
igepn2016tdgh,106646,   2016-09-29 03:46:01.000,-0.873601,-80.945152,7.6,3.5,        M
igepn2016tgbm,106815,   2016-09-30 16:45:12.000,-1.735269,-77.937614,180.99,4.8,      MLv
igepn2016tgbm,106815,   2016-09-30 16:45:12.000,-1.735269,-77.937614,180.99,4.8,        M
igepn2016tgyi,106857,   2016-10-01 04:16:39.000,0.019263,-81.073036,10.0,3.3,      MLv
igepn2016tgyi,106857,   2016-10-01 04:16:39.000,0.019263,-81.073036,10.0,3.5,        M
igepn2016tgyi,106857,   2016-10-01 04:16:39.000,0.019263,-81.073036,10.0,3.8,     Mjma
igepn2016tozv,107287,   2016-10-05 14:08:49.000,-3.025478,-80.547554,1.11,3.8,      MLv
igepn2016tozv,107287,   2016-10-05 14:08:49.000,-3.025478,-80.547554,1.11,3.5,     Mjma
igepn2016tozv,107287,   2016-10-05 14:08:49.000,-3.025478,-80.547554,1.11,3.7,   Ms(BB)
igepn2016tozv,107287,   2016-10-05 14:08:49.000,-3.025478,-80.547554,1.11,3.7,        M
igepn2016tpnc,107301,   2016-10-05 20:50:17.000,-1.495935,-78.095436,229.97,3.8,      MLv
igepn2016tpnc,107301,   2016-10-05 20:50:17.000,-1.495935,-78.095436,229.97,3.8,        M
igepn2016tscq,107446,   2016-10-07 06:58:04.000,0.6238,-80.024689,10.0,3.8,      MLv
igepn2016tscq,107446,   2016-10-07 06:58:04.000,0.6238,-80.024689,10.0,3.6,     Mjma
igepn2016tscq,107446,   2016-10-07 06:58:04.000,0.6238,-80.024689,10.0,3.6,   Ms(BB)
igepn2016tscq,107446,   2016-10-07 06:58:04.000,0.6238,-80.024689,10.0,3.6,        M
igepn2016uawv,107841,   2016-10-12 02:14:48.000,-1.753601,-78.109657,166.48,3.9,      MLv
igepn2016uawv,107841,   2016-10-12 02:14:48.000,-1.753601,-78.109657,166.48,3.9,        M
igepn2016udyi,107959,   2016-10-13 18:28:14.000,-1.667206,-78.279648,157.34,3.7,      MLv
igepn2016udyi,107959,   2016-10-13 18:28:14.000,-1.667206,-78.279648,157.34,3.7,        M
igepn2016uech,107968,   2016-10-13 20:24:05.000,-2.005032,-78.346512,5.78,3.6,      MLv
igepn2016uech,107968,   2016-10-13 20:24:05.000,-2.005032,-78.346512,5.78,3.4,     Mjma
igepn2016uech,107968,   2016-10-13 20:24:05.000,-2.005032,-78.346512,5.78,3.9,   Ms(BB)
igepn2016uech,107968,   2016-10-13 20:24:05.000,-2.005032,-78.346512,5.78,3.6,        M
igepn2016uekf,107979,   2016-10-14 00:24:40.000,-0.261881,-81.034058,10.0,4.2,      MLv
igepn2016uekf,107979,   2016-10-14 00:24:40.000,-0.261881,-81.034058,10.0,4.0,     Mjma
igepn2016uekf,107979,   2016-10-14 00:24:40.000,-0.261881,-81.034058,10.0,4.0,   Ms(BB)
igepn2016uekf,107979,   2016-10-14 00:24:40.000,-0.261881,-81.034058,10.0,4.1,        M
igepn2016ufcj,107997,   2016-10-14 09:36:55.000,-3.840548,-80.112663,5.0,4.7,      MLv
igepn2016ufcj,107997,   2016-10-14 09:36:55.000,-3.840548,-80.112663,5.0,4.6,       mb
igepn2016ufcj,107997,   2016-10-14 09:36:55.000,-3.840548,-80.112663,5.0,4.7,       mB
igepn2016ufcj,107997,   2016-10-14 09:36:55.000,-3.840548,-80.112663,5.0,3.9,   Mw(mB)
igepn2016ufcj,107997,   2016-10-14 09:36:55.000,-3.840548,-80.112663,5.0,4.4,     Mjma
igepn2016ufcj,107997,   2016-10-14 09:36:55.000,-3.840548,-80.112663,5.0,4.1,   Ms(BB)
igepn2016ufcj,107997,   2016-10-14 09:36:55.000,-3.840548,-80.112663,5.0,4.4,        M
igepn2016ufml,108010,   2016-10-14 14:40:54.000,-0.952653,-79.746712,10.0,3.5,      MLv
igepn2016ufml,108010,   2016-10-14 14:40:54.000,-0.952653,-79.746712,10.0,3.4,     Mjma
igepn2016ufml,108010,   2016-10-14 14:40:54.000,-0.952653,-79.746712,10.0,3.7,   Ms(BB)
igepn2016ufml,108010,   2016-10-14 14:40:54.000,-0.952653,-79.746712,10.0,3.5,        M
igepn2016ugrv,108054,   2016-10-15 06:32:48.000,-0.357726,-81.00528,10.0,4.0,      MLv
igepn2016ugrv,108054,   2016-10-15 06:32:48.000,-0.357726,-81.00528,10.0,3.9,     Mjma
igepn2016ugrv,108054,   2016-10-15 06:32:48.000,-0.357726,-81.00528,10.0,3.6,   Ms(BB)
igepn2016ugrv,108054,   2016-10-15 06:32:48.000,-0.357726,-81.00528,10.0,3.8,        M
igepn2016ujzl,108189,   2016-10-17 01:47:46.000,-3.212989,-80.657463,10.0,4.2,      MLv
igepn2016ujzl,108189,   2016-10-17 01:47:46.000,-3.212989,-80.657463,10.0,3.8,     Mjma
igepn2016ujzl,108189,   2016-10-17 01:47:46.000,-3.212989,-80.657463,10.0,3.9,   Ms(BB)
igepn2016ujzl,108189,   2016-10-17 01:47:46.000,-3.212989,-80.657463,10.0,3.9,        M
igepn2016ulds,108246,   2016-10-17 17:05:37.000,-0.074239,-80.273033,8.9,3.7,      MLv
igepn2016ulds,108246,   2016-10-17 17:05:37.000,-0.074239,-80.273033,8.9,3.4,     Mjma
igepn2016ulds,108246,   2016-10-17 17:05:37.000,-0.074239,-80.273033,8.9,3.7,   Ms(BB)
igepn2016ulds,108246,   2016-10-17 17:05:37.000,-0.074239,-80.273033,8.9,3.6,        M
igepn2016ulmq,108254,   2016-10-17 21:36:29.000,0.492924,-80.874451,2.09,3.9,      MLv
igepn2016ulmq,108254,   2016-10-17 21:36:29.000,0.492924,-80.874451,2.09,4.0,     Mjma
igepn2016ulmq,108254,   2016-10-17 21:36:29.000,0.492924,-80.874451,2.09,3.9,        M
igepn2016uzom,108902,   2016-10-25 14:26:09.000,-1.12447,-79.859138,16.48,3.4,      MLv
igepn2016uzom,108902,   2016-10-25 14:26:09.000,-1.12447,-79.859138,16.48,3.2,     Mjma
igepn2016uzom,108902,   2016-10-25 14:26:09.000,-1.12447,-79.859138,16.48,3.9,   Ms(BB)
igepn2016uzom,108902,   2016-10-25 14:26:09.000,-1.12447,-79.859138,16.48,3.5,        M
igepn2016vbmf,108992,   2016-10-26 15:33:13.000,-0.012386,-81.221214,10.0,4.2,      MLv
igepn2016vbmf,108992,   2016-10-26 15:33:13.000,-0.012386,-81.221214,10.0,3.8,     Mjma
igepn2016vbmf,108992,   2016-10-26 15:33:13.000,-0.012386,-81.221214,10.0,3.9,   Ms(BB)
igepn2016vbmf,108992,   2016-10-26 15:33:13.000,-0.012386,-81.221214,10.0,4.0,        M
igepn2016vcbs,109019,   2016-10-26 23:25:03.000,-0.591431,-80.98938,2.68,3.7,      MLv
igepn2016vcbs,109019,   2016-10-26 23:25:03.000,-0.591431,-80.98938,2.68,3.6,     Mjma
igepn2016vcbs,109019,   2016-10-26 23:25:03.000,-0.591431,-80.98938,2.68,3.5,   Ms(BB)
igepn2016vcbs,109019,   2016-10-26 23:25:03.000,-0.591431,-80.98938,2.68,3.6,        M
igepn2016vcmk,109050,   2016-10-27 04:45:46.000,-0.985812,-80.61908,5.16,4.6,      MLv
igepn2016vcmk,109050,   2016-10-27 04:45:46.000,-0.985812,-80.61908,5.16,4.4,     Mjma
igepn2016vcmk,109050,   2016-10-27 04:45:46.000,-0.985812,-80.61908,5.16,4.4,   Ms(BB)
igepn2016vcmk,109050,   2016-10-27 04:45:46.000,-0.985812,-80.61908,5.16,4.5,        M
igepn2016vcqb,109065,   2016-10-27 06:38:45.000,-0.922715,-80.663376,4.7,3.9,      MLv
igepn2016vcqb,109065,   2016-10-27 06:38:45.000,-0.922715,-80.663376,4.7,3.7,     Mjma
igepn2016vcqb,109065,   2016-10-27 06:38:45.000,-0.922715,-80.663376,4.7,3.8,   Ms(BB)
igepn2016vcqb,109065,   2016-10-27 06:38:45.000,-0.922715,-80.663376,4.7,3.8,        M
igepn2016venk,109160,   2016-10-28 07:33:51.000,-2.012729,-79.853897,54.86,3.7,      MLv
igepn2016venk,109160,   2016-10-28 07:33:51.000,-2.012729,-79.853897,54.86,3.5,     Mjma
igepn2016venk,109160,   2016-10-28 07:33:51.000,-2.012729,-79.853897,54.86,3.8,   Ms(BB)
igepn2016venk,109160,   2016-10-28 07:33:51.000,-2.012729,-79.853897,54.86,3.7,        M
igepn2016vids,109291,   2016-10-30 07:12:53.000,-2.031699,-80.000359,30.99,4.2,      MLv
igepn2016vids,109291,   2016-10-30 07:12:53.000,-2.031699,-80.000359,30.99,4.0,     Mjma
igepn2016vids,109291,   2016-10-30 07:12:53.000,-2.031699,-80.000359,30.99,4.1,   Ms(BB)
igepn2016vids,109291,   2016-10-30 07:12:53.000,-2.031699,-80.000359,30.99,4.1,        M
igepn2016vsln,109709,   2016-11-04 22:35:05.000,-2.098294,-80.224586,13.76,4.0,      MLv
igepn2016vsln,109709,   2016-11-04 22:35:05.000,-2.098294,-80.224586,13.76,3.8,     Mjma
igepn2016vsln,109709,   2016-11-04 22:35:05.000,-2.098294,-80.224586,13.76,4.3,   Ms(BB)
igepn2016vsln,109709,   2016-11-04 22:35:05.000,-2.098294,-80.224586,13.76,4.0,        M
igepn2016vtny,109731,   2016-11-05 12:52:35.000,-2.580363,-79.248993,29.79,3.8,      MLv
igepn2016vtny,109731,   2016-11-05 12:52:35.000,-2.580363,-79.248993,29.79,3.6,     Mjma
igepn2016vtny,109731,   2016-11-05 12:52:35.000,-2.580363,-79.248993,29.79,3.5,   Ms(BB)
igepn2016vtny,109731,   2016-11-05 12:52:35.000,-2.580363,-79.248993,29.79,3.6,        M
igepn2016vxnz,109853,   2016-11-07 17:30:16.000,-1.488062,-81.093765,6.19,3.6,      MLv
igepn2016vxnz,109853,   2016-11-07 17:30:16.000,-1.488062,-81.093765,6.19,3.5,     Mjma
igepn2016vxnz,109853,   2016-11-07 17:30:16.000,-1.488062,-81.093765,6.19,3.6,   Ms(BB)
igepn2016vxnz,109853,   2016-11-07 17:30:16.000,-1.488062,-81.093765,6.19,3.6,        M
igepn2016vzgr,109915,   2016-11-08 16:03:22.000,0.26638,-80.26004,6.01,4.0,      MLv
igepn2016vzgr,109915,   2016-11-08 16:03:22.000,0.26638,-80.26004,6.01,3.9,     Mjma
igepn2016vzgr,109915,   2016-11-08 16:03:22.000,0.26638,-80.26004,6.01,3.8,   Ms(BB)
igepn2016vzgr,109915,   2016-11-08 16:03:22.000,0.26638,-80.26004,6.01,3.9,        M
igepn2016wbuk,110006,   2016-11-10 01:15:18.000,-1.312866,-80.886841,0.51,4.0,      MLv
igepn2016wbuk,110006,   2016-11-10 01:15:18.000,-1.312866,-80.886841,0.51,3.7,     Mjma
igepn2016wbuk,110006,   2016-11-10 01:15:18.000,-1.312866,-80.886841,0.51,3.8,   Ms(BB)
igepn2016wbuk,110006,   2016-11-10 01:15:18.000,-1.312866,-80.886841,0.51,3.8,        M
igepn2016wgsr,110201,   2016-11-12 18:01:46.000,1.100681,-83.823555,6.0,4.6,      MLv
igepn2016wgsr,110201,   2016-11-12 18:01:46.000,1.100681,-83.823555,6.0,4.9,       mb
igepn2016wgsr,110201,   2016-11-12 18:01:46.000,1.100681,-83.823555,6.0,5.0,       mB
igepn2016wgsr,110201,   2016-11-12 18:01:46.000,1.100681,-83.823555,6.0,4.3,   Mw(mB)
igepn2016wgsr,110201,   2016-11-12 18:01:46.000,1.100681,-83.823555,6.0,4.0,     Mjma
igepn2016wgsr,110201,   2016-11-12 18:01:46.000,1.100681,-83.823555,6.0,4.1,   Ms(BB)
igepn2016wgsr,110201,   2016-11-12 18:01:46.000,1.100681,-83.823555,6.0,4.4,        M
igepn2016wich,110290,   2016-11-13 12:02:07.000,0.407342,-78.95063,77.87,3.1,      MLv
igepn2016wich,110290,   2016-11-13 12:02:07.000,0.407342,-78.95063,77.87,4.3,     Mjma
igepn2016wich,110290,   2016-11-13 12:02:07.000,0.407342,-78.95063,77.87,3.7,        M
igepn2016wjpa,110374,   2016-11-14 07:36:03.000,-1.090232,-78.306564,3.56,3.9,      MLv
igepn2016wjpa,110374,   2016-11-14 07:36:03.000,-1.090232,-78.306564,3.56,3.9,        M
igepn2016wjpa,110374,   2016-11-14 07:36:03.000,-1.090232,-78.306564,3.56,3.8,     Mjma
igepn2016wpyt,110617,   2016-11-17 19:19:57.000,-0.861672,-80.600945,5.0,4.0,      MLv
igepn2016wpyt,110617,   2016-11-17 19:19:57.000,-0.861672,-80.600945,5.0,3.7,     Mjma
igepn2016wpyt,110617,   2016-11-17 19:19:57.000,-0.861672,-80.600945,5.0,3.9,   Ms(BB)
igepn2016wpyt,110617,   2016-11-17 19:19:57.000,-0.861672,-80.600945,5.0,3.9,        M
igepn2016wslp,110751,   2016-11-19 04:05:26.000,-1.917237,-78.044441,165.64,3.9,      MLv
igepn2016wslp,110751,   2016-11-19 04:05:26.000,-1.917237,-78.044441,165.64,3.9,        M
igepn2016wtqy,110803,   2016-11-19 19:55:53.000,-2.011827,-79.850723,55.92,4.8,      MLv
igepn2016wtqy,110803,   2016-11-19 19:55:53.000,-2.011827,-79.850723,55.92,4.8,        M
igepn2016wvxp,110898,   2016-11-21 01:34:19.000,-0.184146,-80.644188,4.88,4.6,      MLv
igepn2016wvxp,110898,   2016-11-21 01:34:19.000,-0.184146,-80.644188,4.88,4.5,       mb
igepn2016wvxp,110898,   2016-11-21 01:34:19.000,-0.184146,-80.644188,4.88,4.6,       mB
igepn2016wvxp,110898,   2016-11-21 01:34:19.000,-0.184146,-80.644188,4.88,3.8,   Mw(mB)
igepn2016wvxp,110898,   2016-11-21 01:34:19.000,-0.184146,-80.644188,4.88,4.4,     Mjma
igepn2016wvxp,110898,   2016-11-21 01:34:19.000,-0.184146,-80.644188,4.88,4.4,   Ms(BB)
igepn2016wvxp,110898,   2016-11-21 01:34:19.000,-0.184146,-80.644188,4.88,4.5,        M
igepn2016wwnw,110920,   2016-11-21 09:47:26.000,-0.169253,-80.647598,2.21,3.8,      MLv
igepn2016wwnw,110920,   2016-11-21 09:47:26.000,-0.169253,-80.647598,2.21,3.6,     Mjma
igepn2016wwnw,110920,   2016-11-21 09:47:26.000,-0.169253,-80.647598,2.21,3.7,   Ms(BB)
igepn2016wwnw,110920,   2016-11-21 09:47:26.000,-0.169253,-80.647598,2.21,3.7,        M
igepn2016xaej,111115,   2016-11-23 09:31:29.000,-3.779596,-92.323769,16.58,4.5,       mb
igepn2016xaej,111115,   2016-11-23 09:31:29.000,-3.779596,-92.323769,16.58,5.0,       mB
igepn2016xaej,111115,   2016-11-23 09:31:29.000,-3.779596,-92.323769,16.58,4.3,   Mw(mB)
igepn2016xaej,111115,   2016-11-23 09:31:29.000,-3.779596,-92.323769,16.58,4.5,        M
igepn2016xmus,111756,   2016-11-30 07:25:34.000,-3.172492,-81.583588,10.0,3.6,      MLv
igepn2016xmus,111756,   2016-11-30 07:25:34.000,-3.172492,-81.583588,10.0,3.5,     Mjma
igepn2016xmus,111756,   2016-11-30 07:25:34.000,-3.172492,-81.583588,10.0,3.7,   Ms(BB)
igepn2016xmus,111756,   2016-11-30 07:25:34.000,-3.172492,-81.583588,10.0,3.6,        M
igepn2016xpoh,111863,   2016-12-01 19:35:21.000,-1.188276,-80.934204,3.33,4.8,      MLv
igepn2016xpoh,111863,   2016-12-01 19:35:21.000,-1.188276,-80.934204,3.33,4.8,     Mjma
igepn2016xpoh,111863,   2016-12-01 19:35:21.000,-1.188276,-80.934204,3.33,4.8,   Ms(BB)
igepn2016xpoh,111863,   2016-12-01 19:35:21.000,-1.188276,-80.934204,3.33,4.8,        M
igepn2016xpqb,111865,   2016-12-01 20:28:57.000,-1.301829,-80.978905,8.46,4.0,      MLv
igepn2016xpqb,111865,   2016-12-01 20:28:57.000,-1.301829,-80.978905,8.46,3.7,     Mjma
igepn2016xpqb,111865,   2016-12-01 20:28:57.000,-1.301829,-80.978905,8.46,3.7,   Ms(BB)
igepn2016xpqb,111865,   2016-12-01 20:28:57.000,-1.301829,-80.978905,8.46,3.8,        M
igepn2016xpto,111870,   2016-12-01 22:17:01.000,-1.23001,-80.915833,5.39,3.5,      MLv
igepn2016xpto,111870,   2016-12-01 22:17:01.000,-1.23001,-80.915833,5.39,3.5,     Mjma
igepn2016xpto,111870,   2016-12-01 22:17:01.000,-1.23001,-80.915833,5.39,3.7,   Ms(BB)
igepn2016xpto,111870,   2016-12-01 22:17:01.000,-1.23001,-80.915833,5.39,3.6,        M
igepn2016xqmh,111904,   2016-12-02 07:42:06.000,-2.097381,-79.782051,67.07,3.6,      MLv
igepn2016xqmh,111904,   2016-12-02 07:42:06.000,-2.097381,-79.782051,67.07,3.4,     Mjma
igepn2016xqmh,111904,   2016-12-02 07:42:06.000,-2.097381,-79.782051,67.07,3.8,   Ms(BB)
igepn2016xqmh,111904,   2016-12-02 07:42:06.000,-2.097381,-79.782051,67.07,3.6,        M
igepn2016xwsw,112245,   2016-12-05 17:50:59.000,-1.355595,-80.901421,5.0,3.6,      MLv
igepn2016xwsw,112245,   2016-12-05 17:50:59.000,-1.355595,-80.901421,5.0,3.9,     Mjma
igepn2016xwsw,112245,   2016-12-05 17:50:59.000,-1.355595,-80.901421,5.0,4.0,   Ms(BB)
igepn2016xwsw,112245,   2016-12-05 17:50:59.000,-1.355595,-80.901421,5.0,3.8,        M
igepn2016xxho,112281,   2016-12-06 01:16:30.000,-1.536116,-79.235771,6.49,4.1,      MLv
igepn2016xxho,112281,   2016-12-06 01:16:30.000,-1.536116,-79.235771,6.49,4.0,     Mjma
igepn2016xxho,112281,   2016-12-06 01:16:30.000,-1.536116,-79.235771,6.49,4.1,   Ms(BB)
igepn2016xxho,112281,   2016-12-06 01:16:30.000,-1.536116,-79.235771,6.49,4.0,        M
igepn2016xyrb,112346,   2016-12-06 19:12:04.000,-2.150107,-79.833893,72.29,4.4,      MLv
igepn2016xyrb,112346,   2016-12-06 19:12:04.000,-2.150107,-79.833893,72.29,4.1,     Mjma
igepn2016xyrb,112346,   2016-12-06 19:12:04.000,-2.150107,-79.833893,72.29,4.2,   Ms(BB)
igepn2016xyrb,112346,   2016-12-06 19:12:04.000,-2.150107,-79.833893,72.29,4.2,        M
igepn2016yenm,112638,   2016-12-10 00:12:36.000,0.922746,-79.8367,6.84,3.8,      MLv
igepn2016yenm,112638,   2016-12-10 00:12:36.000,0.922746,-79.8367,6.84,3.8,     Mjma
igepn2016yenm,112638,   2016-12-10 00:12:36.000,0.922746,-79.8367,6.84,3.7,   Ms(BB)
igepn2016yenm,112638,   2016-12-10 00:12:36.000,0.922746,-79.8367,6.84,3.7,        M
igepn2016yexe,112651,   2016-12-10 05:07:04.000,0.949228,-79.84269,5.67,3.9,      MLv
igepn2016yexe,112651,   2016-12-10 05:07:04.000,0.949228,-79.84269,5.67,3.8,     Mjma
igepn2016yexe,112651,   2016-12-10 05:07:04.000,0.949228,-79.84269,5.67,3.8,   Ms(BB)
igepn2016yexe,112651,   2016-12-10 05:07:04.000,0.949228,-79.84269,5.67,3.8,        M
igepn2016yfco,112659,   2016-12-10 07:49:36.000,0.997064,-79.921623,4.94,3.5,      MLv
igepn2016yfco,112659,   2016-12-10 07:49:36.000,0.997064,-79.921623,4.94,3.5,     Mjma
igepn2016yfco,112659,   2016-12-10 07:49:36.000,0.997064,-79.921623,4.94,3.5,   Ms(BB)
igepn2016yfco,112659,   2016-12-10 07:49:36.000,0.997064,-79.921623,4.94,3.5,        M
igepn2016yidy,112819,   2016-12-11 23:57:56.000,-1.936318,-80.265381,17.2,3.6,      MLv
igepn2016yidy,112819,   2016-12-11 23:57:56.000,-1.936318,-80.265381,17.2,3.3,     Mjma
igepn2016yidy,112819,   2016-12-11 23:57:56.000,-1.936318,-80.265381,17.2,3.7,   Ms(BB)
igepn2016yidy,112819,   2016-12-11 23:57:56.000,-1.936318,-80.265381,17.2,3.6,        M
igepn2016yjaf,112907,   2016-12-12 11:12:15.000,-2.760952,-79.851913,10.46,4.2,      MLv
igepn2016yjaf,112907,   2016-12-12 11:12:15.000,-2.760952,-79.851913,10.46,4.0,     Mjma
igepn2016yjaf,112907,   2016-12-12 11:12:15.000,-2.760952,-79.851913,10.46,4.0,   Ms(BB)
igepn2016yjaf,112907,   2016-12-12 11:12:15.000,-2.760952,-79.851913,10.46,4.1,        M
igepn2016yjjn,112931,   2016-12-12 15:53:52.000,0.859129,-79.906412,10.89,5.6,       mb
igepn2016yjjn,112931,   2016-12-12 15:53:52.000,0.859129,-79.906412,10.89,5.6,       mB
igepn2016yjjn,112931,   2016-12-12 15:53:52.000,0.859129,-79.906412,10.89,5.1,   Mw(mB)
igepn2016yjjn,112931,   2016-12-12 15:53:52.000,0.859129,-79.906412,10.89,5.0,      MLv
igepn2016yjjn,112931,   2016-12-12 15:53:52.000,0.859129,-79.906412,10.89,5.0,      MLv
