event,orig_id,time_value,latitude_value,longitude_value,depth_value,magnitude_value,magnitude_type
igepn2012acvi,2610,   2012-01-02 13:02:44.000,-1.519048,-80.999382,10.0,3.8,      MLv
igepn2012acvi,2610,   2012-01-02 13:02:44.000,-1.519048,-80.999382,10.0,3.8,        M
igepn2012acxo,2611,   2012-01-02 14:10:00.000,-1.291955,-80.529152,12.0,3.8,      MLv
igepn2012acxo,2611,   2012-01-02 14:10:00.000,-1.291955,-80.529152,12.0,3.8,        M
igepn2012ahkn,2643,   2012-01-05 01:18:17.000,-1.822281,-81.669304,5.0,3.8,      MLv
igepn2012ahkn,2643,   2012-01-05 01:18:17.000,-1.822281,-81.669304,5.0,3.8,        M
igepn2012ahzg,2647,   2012-01-05 08:43:48.000,-1.65155,-81.5121,10.0,3.9,      MLv
igepn2012ahzg,2647,   2012-01-05 08:43:48.000,-1.65155,-81.5121,10.0,3.9,        M
igepn2012aigm,2649,   2012-01-05 12:22:12.000,0.8863,-78.776039,1.17,3.5,      MLv
igepn2012aigm,2649,   2012-01-05 12:22:12.000,0.8863,-78.776039,1.17,3.5,        M
igepn2012ajib,2651,   2012-01-06 02:16:44.000,-1.675611,-81.5979,10.0,3.8,      MLv
igepn2012ajib,2651,   2012-01-06 02:16:44.000,-1.675611,-81.5979,10.0,3.8,        M
igepn2012akby,2660,   2012-01-06 12:20:20.000,-0.787565,-79.611374,12.83,3.9,      MLv
igepn2012akby,2660,   2012-01-06 12:20:20.000,-0.787565,-79.611374,12.83,3.9,        M
igepn2012aohm,2691,   2012-01-08 19:40:29.000,-1.817206,-76.259605,31.16,3.7,      MLv
igepn2012aohm,2691,   2012-01-08 19:40:29.000,-1.817206,-76.259605,31.16,3.7,        M
igepn2012arvk,2715,   2012-01-10 18:07:09.000,-0.832822,-80.45047,4.85,5.0,      MLv
igepn2012arvk,2715,   2012-01-10 18:07:09.000,-0.832822,-80.45047,4.85,4.9,       mb
igepn2012arvk,2715,   2012-01-10 18:07:09.000,-0.832822,-80.45047,4.85,5.2,       mB
igepn2012arvk,2715,   2012-01-10 18:07:09.000,-0.832822,-80.45047,4.85,4.6,   Mw(mB)
igepn2012arvk,2715,   2012-01-10 18:07:09.000,-0.832822,-80.45047,4.85,4.8,        M
igepn2012arvk,2715,   2012-01-10 18:07:09.000,-0.832822,-80.45047,4.85,5.0,      MLv
igepn2012arvk,2715,   2012-01-10 18:07:09.000,-0.832822,-80.45047,4.85,5.2,       mB
igepn2012arvk,2715,   2012-01-10 18:07:09.000,-0.832822,-80.45047,4.85,4.6,   Mw(mB)
igepn2012arvk,2715,   2012-01-10 18:07:09.000,-0.832822,-80.45047,4.85,4.9,       mb
igepn2012asax,2718,   2012-01-10 20:54:32.000,0.108969,-77.42202,5.15,3.7,      MLv
igepn2012asax,2718,   2012-01-10 20:54:32.000,0.108969,-77.42202,5.15,3.7,        M
igepn2012auqj,2733,   2012-01-12 06:58:55.000,0.622367,-80.110153,6.34,4.4,      MLv
igepn2012auqj,2733,   2012-01-12 06:58:55.000,0.622367,-80.110153,6.34,4.4,        M
igepn2012axmp,2748,   2012-01-13 20:29:41.000,0.789894,-80.186165,16.77,3.8,      MLv
igepn2012axmp,2748,   2012-01-13 20:29:41.000,0.789894,-80.186165,16.77,3.8,        M
igepn2012bafq,2766,   2012-01-15 08:22:50.000,-1.734162,-77.876938,12.0,3.6,      MLv
igepn2012bafq,2766,   2012-01-15 08:22:50.000,-1.734162,-77.876938,12.0,3.6,        M
igepn2012bbjo,2772,   2012-01-15 23:29:17.000,-2.270808,-81.35601,22.0,4.8,      MLv
igepn2012bbjo,2772,   2012-01-15 23:29:17.000,-2.270808,-81.35601,22.0,4.8,        M
igepn2012bcib,2780,   2012-01-16 11:53:13.000,-2.730975,-79.124794,8.9,4.2,      MLv
igepn2012bcib,2780,   2012-01-16 11:53:13.000,-2.730975,-79.124794,8.9,4.2,        M
igepn2012bhql,2831,   2012-01-19 09:47:44.000,1.030369,-78.961441,12.0,3.6,      MLv
igepn2012bhql,2831,   2012-01-19 09:47:44.000,1.030369,-78.961441,12.0,3.6,        M
igepn2012bhrl,2832,   2012-01-19 10:18:02.000,-2.684887,-82.864136,30.25,5.5,      MLv
igepn2012bhrl,2832,   2012-01-19 10:18:02.000,-2.684887,-82.864136,30.25,5.6,       mb
igepn2012bhrl,2832,   2012-01-19 10:18:02.000,-2.684887,-82.864136,30.25,5.5,       mB
igepn2012bhrl,2832,   2012-01-19 10:18:02.000,-2.684887,-82.864136,30.25,5.0,   Mw(mB)
igepn2012bhrl,2832,   2012-01-19 10:18:02.000,-2.684887,-82.864136,30.25,5.6,      Mwp
igepn2012bhrl,2832,   2012-01-19 10:18:02.000,-2.684887,-82.864136,30.25,5.4,  Mw(Mwp)
igepn2012bhrl,2832,   2012-01-19 10:18:02.000,-2.684887,-82.864136,30.25,5.3,        M
igepn2012bhrl,2832,   2012-01-19 10:18:02.000,-2.684887,-82.864136,30.25,5.5,      MLv
igepn2012bhrl,2832,   2012-01-19 10:18:02.000,-2.684887,-82.864136,30.25,5.6,      Mwp
igepn2012bhrl,2832,   2012-01-19 10:18:02.000,-2.684887,-82.864136,30.25,5.4,  Mw(Mwp)
igepn2012bhrl,2832,   2012-01-19 10:18:02.000,-2.684887,-82.864136,30.25,5.5,       mB
igepn2012bhrl,2832,   2012-01-19 10:18:02.000,-2.684887,-82.864136,30.25,5.0,   Mw(mB)
igepn2012bhrl,2832,   2012-01-19 10:18:02.000,-2.684887,-82.864136,30.25,5.6,       mb
igepn2012bhst,2833,   2012-01-19 10:59:46.000,-1.726836,-75.61264,12.0,4.1,      MLv
igepn2012bhst,2833,   2012-01-19 10:59:46.000,-1.726836,-75.61264,12.0,4.1,        M
igepn2012blvz,2868,   2012-01-21 17:11:50.000,-1.80263,-81.691048,10.0,4.2,      MLv
igepn2012blvz,2868,   2012-01-21 17:11:50.000,-1.80263,-81.691048,10.0,4.2,        M
igepn2012bmsf,2879,   2012-01-22 04:21:59.000,-3.001451,-79.207176,5.6,3.7,      MLv
igepn2012bmsf,2879,   2012-01-22 04:21:59.000,-3.001451,-79.207176,5.6,3.7,        M
igepn2012bvdf,2969,   2012-01-26 19:01:08.000,-2.64302,-77.283661,12.0,4.0,      MLv
igepn2012bvdf,2969,   2012-01-26 19:01:08.000,-2.64302,-77.283661,12.0,4.0,        M
igepn2012bwvr,2989,   2012-01-27 17:28:35.000,-1.2167,-80.992096,5.8,3.8,     Mjma
igepn2012bwvr,2989,   2012-01-27 17:28:35.000,-1.2167,-80.992096,5.8,3.6,      MLv
igepn2012bwvr,2989,   2012-01-27 17:28:35.000,-1.2167,-80.992096,5.8,3.8,   Ms(BB)
igepn2012bwvr,2989,   2012-01-27 17:28:35.000,-1.2167,-80.992096,5.8,3.7,        M
igepn2012cggf,3048,   2012-02-01 21:01:28.000,1.892066,-79.622429,10.0,3.7,      MLv
igepn2012cggf,3048,   2012-02-01 21:01:28.000,1.892066,-79.622429,10.0,3.7,        M
igepn2012chcg,3058,   2012-02-02 08:10:01.000,-0.623969,-80.808548,19.55,3.5,      MLv
igepn2012chcg,3058,   2012-02-02 08:10:01.000,-0.623969,-80.808548,19.55,3.5,        M
igepn2012cmky,3100,   2012-02-05 06:13:33.000,-0.68683,-80.366196,3.71,3.8,      MLv
igepn2012cmky,3100,   2012-02-05 06:13:33.000,-0.68683,-80.366196,3.71,3.8,        M
igepn2012cnke,3108,   2012-02-05 18:57:42.000,-3.095794,-79.605865,12.0,4.0,      MLv
igepn2012cnke,3108,   2012-02-05 18:57:42.000,-3.095794,-79.605865,12.0,4.0,        M
igepn2012cpdt,3124,   2012-02-06 17:59:50.000,-2.844537,-78.323608,12.0,4.3,      MLv
igepn2012cpdt,3124,   2012-02-06 17:59:50.000,-2.844537,-78.323608,12.0,4.3,        M
igepn2012cpro,3130,   2012-02-07 00:59:48.000,-1.736335,-81.226662,6.0,4.2,      MLv
igepn2012cpro,3130,   2012-02-07 00:59:48.000,-1.736335,-81.226662,6.0,4.2,        M
igepn2012cpup,3132,   2012-02-07 02:31:22.000,-1.821506,-80.778564,10.0,3.6,      MLv
igepn2012cpup,3132,   2012-02-07 02:31:22.000,-1.821506,-80.778564,10.0,3.6,        M
igepn2012cpzj,3133,   2012-02-07 04:55:46.000,-0.93604,-79.498077,12.0,3.8,      MLv
igepn2012cpzj,3133,   2012-02-07 04:55:46.000,-0.93604,-79.498077,12.0,3.8,        M
igepn2012csgs,3149,   2012-02-08 10:54:42.000,0.732507,-79.3405,23.21,5.9,      MLv
igepn2012csgs,3149,   2012-02-08 10:54:42.000,0.732507,-79.3405,23.21,5.9,        M
igepn2012ctwn,3171,   2012-02-09 08:02:20.000,-1.261605,-80.772102,25.76,4.0,      MLv
igepn2012ctwn,3171,   2012-02-09 08:02:20.000,-1.261605,-80.772102,25.76,4.0,        M
igepn2012cxcu,3186,   2012-02-11 02:36:54.000,-2.146733,-81.463295,10.0,4.4,      MLv
igepn2012cxcu,3186,   2012-02-11 02:36:54.000,-2.146733,-81.463295,10.0,4.4,        M
igepn2012dend,3236,   2012-02-15 03:46:31.000,-3.16991,-77.65567,12.0,3.7,      MLv
igepn2012dend,3236,   2012-02-15 03:46:31.000,-3.16991,-77.65567,12.0,3.7,        M
igepn2012dkgu,3272,   2012-02-18 07:23:27.000,-3.870405,-78.155922,18.07,4.3,      MLv
igepn2012dkgu,3272,   2012-02-18 07:23:27.000,-3.870405,-78.155922,18.07,4.3,        M
igepn2012dkhy,3273,   2012-02-18 07:58:53.000,-3.953399,-78.451248,12.0,4.1,      MLv
igepn2012dkhy,3273,   2012-02-18 07:58:53.000,-3.953399,-78.451248,12.0,4.1,        M
igepn2012dndu,3292,   2012-02-19 21:16:38.000,-2.664264,-77.997314,35.36,3.8,      MLv
igepn2012dndu,3292,   2012-02-19 21:16:38.000,-2.664264,-77.997314,35.36,3.8,        M
igepn2012doij,3303,   2012-02-20 12:44:47.000,0.452067,-77.356743,12.0,3.6,      MLv
igepn2012doij,3303,   2012-02-20 12:44:47.000,0.452067,-77.356743,12.0,3.6,        M
igepn2012duoa,3347,   2012-02-23 22:28:32.000,-3.430804,-80.079536,12.0,4.2,      MLv
igepn2012duoa,3347,   2012-02-23 22:28:32.000,-3.430804,-80.079536,12.0,4.2,        M
igepn2012duwt,3349,   2012-02-24 02:56:46.000,-2.517906,-76.587593,136.2,5.1,       mb
igepn2012duwt,3349,   2012-02-24 02:56:46.000,-2.517906,-76.587593,136.2,5.2,       mB
igepn2012duwt,3349,   2012-02-24 02:56:46.000,-2.517906,-76.587593,136.2,4.6,   Mw(mB)
igepn2012duwt,3349,   2012-02-24 02:56:46.000,-2.517906,-76.587593,136.2,4.9,      MLv
igepn2012duwt,3349,   2012-02-24 02:56:46.000,-2.517906,-76.587593,136.2,4.9,        M
igepn2012dyyk,3397,   2012-02-26 08:11:47.000,-2.080498,-80.152756,12.0,3.6,      MLv
igepn2012dyyk,3397,   2012-02-26 08:11:47.000,-2.080498,-80.152756,12.0,3.6,        M
igepn2012efwl,3456,   2012-03-01 03:09:53.000,-1.077383,-78.3358,12.0,3.7,      MLv
igepn2012efwl,3456,   2012-03-01 03:09:53.000,-1.077383,-78.3358,12.0,3.7,        M
igepn2012ekdi,3470,   2012-03-03 11:10:36.000,-2.43471,-77.42157,13.04,3.8,      MLv
igepn2012ekdi,3470,   2012-03-03 11:10:36.000,-2.43471,-77.42157,13.04,3.8,        M
igepn2012eops,3515,   2012-03-05 21:58:26.000,-1.062897,-80.551064,12.0,3.7,      MLv
igepn2012eops,3515,   2012-03-05 21:58:26.000,-1.062897,-80.551064,12.0,3.7,        M
igepn2012eqdu,3524,   2012-03-06 18:14:11.000,-2.970834,-78.202721,65.42,4.6,      MLv
igepn2012eqdu,3524,   2012-03-06 18:14:11.000,-2.970834,-78.202721,65.42,4.6,        M
igepn2012eqrp,3525,   2012-03-07 01:16:55.000,-1.836712,-80.509109,12.0,3.7,      MLv
igepn2012eqrp,3525,   2012-03-07 01:16:55.000,-1.836712,-80.509109,12.0,3.7,        M
igepn2012eqvd,3527,   2012-03-07 02:59:29.000,-1.090696,-78.343262,14.0,3.6,      MLv
igepn2012eqvd,3527,   2012-03-07 02:59:29.000,-1.090696,-78.343262,14.0,3.6,        M
igepn2012esea,3542,   2012-03-07 20:37:04.000,-1.777189,-77.936935,182.87,3.8,      MLv
igepn2012esea,3542,   2012-03-07 20:37:04.000,-1.777189,-77.936935,182.87,3.8,        M
igepn2012esvd,3547,   2012-03-08 05:18:29.000,-1.205987,-81.604652,6.0,4.2,      MLv
igepn2012esvd,3547,   2012-03-08 05:18:29.000,-1.205987,-81.604652,6.0,4.2,        M
igepn2012felz,3630,   2012-03-14 14:19:50.000,-2.484297,-79.689278,19.32,3.6,      MLv
igepn2012felz,3630,   2012-03-14 14:19:50.000,-2.484297,-79.689278,19.32,3.6,        M
igepn2012fkta,3685,   2012-03-18 00:38:10.000,-2.752638,-81.173248,10.0,4.3,      MLv
igepn2012fkta,3685,   2012-03-18 00:38:10.000,-2.752638,-81.173248,10.0,4.3,        M
igepn2012fpvl,3754,   2012-03-20 19:32:11.000,-1.942551,-77.686707,229.27,4.1,      MLv
igepn2012fpvl,3754,   2012-03-20 19:32:11.000,-1.942551,-77.686707,229.27,4.1,        M
igepn2012frzl,3772,   2012-03-21 23:50:28.000,-2.899481,-78.252708,10.0,4.3,      MLv
igepn2012frzl,3772,   2012-03-21 23:50:28.000,-2.899481,-78.252708,10.0,4.3,        M
igepn2012fxtq,3830,   2012-03-25 03:43:55.000,-3.316063,-80.238907,12.0,4.3,      MLv
igepn2012fxtq,3830,   2012-03-25 03:43:55.000,-3.316063,-80.238907,12.0,4.3,        M
igepn2012gefz,3890,   2012-03-28 16:47:29.000,-1.26731,-79.241402,9.48,3.8,      MLv
igepn2012gefz,3890,   2012-03-28 16:47:29.000,-1.26731,-79.241402,9.48,3.8,        M
igepn2012gejq,3892,   2012-03-28 18:37:51.000,-1.515321,-81.706505,10.0,5.0,      MLv
igepn2012gejq,3892,   2012-03-28 18:37:51.000,-1.515321,-81.706505,10.0,5.0,        M
igepn2012gejq,3892,   2012-03-28 18:37:51.000,-1.515321,-81.706505,10.0,5.0,      MLv
igepn2012gejw,3893,   2012-03-28 18:44:24.000,-1.011667,-82.518608,5.0,4.7,      MLv
igepn2012gejw,3893,   2012-03-28 18:44:24.000,-1.011667,-82.518608,5.0,4.7,        M
igepn2012gfqe,3899,   2012-03-29 11:04:03.000,-0.718815,-79.812523,42.33,3.7,      MLv
igepn2012gfqe,3899,   2012-03-29 11:04:03.000,-0.718815,-79.812523,42.33,3.7,        M
igepn2012gggx,3903,   2012-03-29 19:30:51.000,0.633785,-80.256599,5.71,3.6,      MLv
igepn2012gggx,3903,   2012-03-29 19:30:51.000,0.633785,-80.256599,5.71,3.6,        M
igepn2012ggpr,3908,   2012-03-29 23:57:13.000,-2.031089,-78.644775,12.0,4.4,      MLv
igepn2012ggpr,3908,   2012-03-29 23:57:13.000,-2.031089,-78.644775,12.0,4.4,        M
igepn2012gjwq,3934,   2012-03-31 18:52:37.000,-2.045993,-78.454758,12.0,3.7,      MLv
igepn2012gjwq,3934,   2012-03-31 18:52:37.000,-2.045993,-78.454758,12.0,3.7,        M
igepn2012gkxc,3943,   2012-04-01 08:17:24.000,-1.675405,-81.544289,10.0,4.6,      MLv
igepn2012gkxc,3943,   2012-04-01 08:17:24.000,-1.675405,-81.544289,10.0,4.6,        M
igepn2012gllv,3951,   2012-04-01 15:41:19.000,-0.939403,-78.278915,14.0,4.0,      MLv
igepn2012gllv,3951,   2012-04-01 15:41:19.000,-0.939403,-78.278915,14.0,4.0,        M
igepn2012gpae,4004,   2012-04-03 14:19:17.000,-2.849367,-79.607719,12.0,4.0,      MLv
igepn2012gpae,4004,   2012-04-03 14:19:17.000,-2.849367,-79.607719,12.0,4.0,        M
igepn2012gtlx,4050,   2012-04-06 00:48:46.000,-2.361005,-79.637405,40.4,3.7,      MLv
igepn2012gtlx,4050,   2012-04-06 00:48:46.000,-2.361005,-79.637405,40.4,3.7,        M
igepn2012hhpa,4188,   2012-04-13 18:16:02.000,-1.780557,-80.527046,66.16,3.8,      MLv
igepn2012hhpa,4188,   2012-04-13 18:16:02.000,-1.780557,-80.527046,66.16,3.8,        M
igepn2012hqsz,4265,   2012-04-18 18:34:18.000,-0.446751,-79.804893,24.61,3.5,      MLv
igepn2012hqsz,4265,   2012-04-18 18:34:18.000,-0.446751,-79.804893,24.61,3.5,        M
igepn2012iczg,4348,   2012-04-25 11:18:57.000,-2.453556,-79.698219,29.38,4.0,      MLv
igepn2012iczg,4348,   2012-04-25 11:18:57.000,-2.453556,-79.698219,29.38,4.0,        M
igepn2012ijmh,4395,   2012-04-29 00:43:22.000,-2.389206,-79.852417,49.47,4.9,      MLv
igepn2012ijmh,4395,   2012-04-29 00:43:22.000,-2.389206,-79.852417,49.47,4.9,        M
igepn2012ilfq,4413,   2012-04-29 23:42:31.000,-2.087147,-79.729095,25.89,4.2,      MLv
igepn2012ilfq,4413,   2012-04-29 23:42:31.000,-2.087147,-79.729095,25.89,4.2,        M
igepn2012imot,4429,   2012-04-30 17:22:34.000,-1.994247,-77.757599,12.0,4.6,      MLv
igepn2012imot,4429,   2012-04-30 17:22:34.000,-1.994247,-77.757599,12.0,4.6,        M
igepn2012ipov,4472,   2012-05-02 08:48:34.000,1.369369,-79.29528,12.0,3.9,      MLv
igepn2012ipov,4472,   2012-05-02 08:48:34.000,1.369369,-79.29528,12.0,3.9,        M
igepn2012iqzo,4488,   2012-05-03 03:22:47.000,-2.648643,-78.237854,12.0,3.8,      MLv
igepn2012iqzo,4488,   2012-05-03 03:22:47.000,-2.648643,-78.237854,12.0,3.8,        M
igepn2012itcq,4512,   2012-05-04 07:12:18.000,-3.430648,-78.904724,12.0,3.8,      MLv
igepn2012itcq,4512,   2012-05-04 07:12:18.000,-3.430648,-78.904724,12.0,3.8,        M
igepn2012itil,4516,   2012-05-04 10:11:51.000,-1.443008,-81.01973,12.0,4.1,      MLv
igepn2012itil,4516,   2012-05-04 10:11:51.000,-1.443008,-81.01973,12.0,4.1,        M
igepn2012iwhn,4532,   2012-05-06 01:04:03.000,-0.699731,-80.536415,10.0,3.6,      MLv
igepn2012iwhn,4532,   2012-05-06 01:04:03.000,-0.699731,-80.536415,10.0,3.6,        M
igepn2012jcab,4582,   2012-05-09 04:08:58.000,-3.805808,-78.527519,12.0,3.8,      MLv
igepn2012jcab,4582,   2012-05-09 04:08:58.000,-3.805808,-78.527519,12.0,3.8,        M
igepn2012jhlj,4617,   2012-05-12 03:31:16.000,-1.342487,-81.853752,12.0,4.0,      MLv
igepn2012jhlj,4617,   2012-05-12 03:31:16.000,-1.342487,-81.853752,12.0,4.0,        M
igepn2012jkco,4645,   2012-05-13 14:28:21.000,-1.096223,-78.287796,12.0,3.7,      MLv
igepn2012jkco,4645,   2012-05-13 14:28:21.000,-1.096223,-78.287796,12.0,3.7,        M
igepn2012jltv,4657,   2012-05-14 12:19:51.000,0.282455,-80.055649,8.0,4.0,      MLv
igepn2012jltv,4657,   2012-05-14 12:19:51.000,0.282455,-80.055649,8.0,4.0,        M
igepn2012jmmh,4667,   2012-05-14 21:39:45.000,-0.953039,-79.363861,92.23,3.7,      MLv
igepn2012jmmh,4667,   2012-05-14 21:39:45.000,-0.953039,-79.363861,92.23,3.7,        M
igepn2012jplk,4688,   2012-05-16 12:41:12.000,-2.44372,-79.406067,6.79,4.1,      MLv
igepn2012jplk,4688,   2012-05-16 12:41:12.000,-2.44372,-79.406067,6.79,4.1,        M
igepn2012jwlv,4744,   2012-05-20 08:47:04.000,-0.246324,-77.510861,30.25,3.9,      MLv
igepn2012jwlv,4744,   2012-05-20 08:47:04.000,-0.246324,-77.510861,30.25,4.0,        M
igepn2012jwlv,4744,   2012-05-20 08:47:04.000,-0.246324,-77.510861,30.25,4.2,       ML
igepn2012jwlv,4744,   2012-05-20 08:47:04.000,-0.246324,-77.510861,30.25,4.0,     Mjma
igepn2012jwrj,4747,   2012-05-20 11:34:15.000,-3.109898,-78.484108,12.0,4.0,      MLv
igepn2012jwrj,4747,   2012-05-20 11:34:15.000,-3.109898,-78.484108,12.0,4.0,        M
igepn2012jyqp,4761,   2012-05-21 13:29:34.000,-0.913966,-82.672226,10.0,4.6,      MLv
igepn2012jyqp,4761,   2012-05-21 13:29:34.000,-0.913966,-82.672226,10.0,4.6,        M
igepn2012kcbn,4787,   2012-05-23 10:24:07.000,-1.871344,-78.197205,145.97,4.5,      MLv
igepn2012kcbn,4787,   2012-05-23 10:24:07.000,-1.871344,-78.197205,145.97,4.5,        M
igepn2012kflt,4828,   2012-05-25 06:58:58.000,0.579413,-79.254189,6.34,4.4,      MLv
igepn2012kflt,4828,   2012-05-25 06:58:58.000,0.579413,-79.254189,6.34,4.4,        M
igepn2012kfrn,4833,   2012-05-25 09:53:20.000,-2.592721,-77.56237,93.31,3.9,      MLv
igepn2012kfrn,4833,   2012-05-25 09:53:20.000,-2.592721,-77.56237,93.31,3.9,        M
igepn2012kjvr,4869,   2012-05-27 16:31:44.000,-2.979764,-80.232651,4.8,4.2,      MLv
igepn2012kjvr,4869,   2012-05-27 16:31:44.000,-2.979764,-80.232651,4.8,4.2,        M
igepn2012kutp,4938,   2012-06-02 15:58:10.000,0.129116,-80.332886,2.51,3.9,      MLv
igepn2012kutp,4938,   2012-06-02 15:58:10.000,0.129116,-80.332886,2.51,3.9,        M
igepn2012kwoo,4949,   2012-06-03 15:43:25.000,-2.259379,-79.736595,75.24,4.2,      MLv
igepn2012kwoo,4949,   2012-06-03 15:43:25.000,-2.259379,-79.736595,75.24,4.2,        M
igepn2012kzte,4988,   2012-06-05 09:26:30.000,-3.41262,-80.532295,12.0,3.8,      MLv
igepn2012kzte,4988,   2012-06-05 09:26:30.000,-3.41262,-80.532295,12.0,3.8,        M
igepn2012levl,5032,   2012-06-08 04:18:59.000,-1.915964,-81.615837,12.0,4.9,       mb
igepn2012levl,5032,   2012-06-08 04:18:59.000,-1.915964,-81.615837,12.0,5.4,       mB
igepn2012levl,5032,   2012-06-08 04:18:59.000,-1.915964,-81.615837,12.0,4.8,   Mw(mB)
igepn2012levl,5032,   2012-06-08 04:18:59.000,-1.915964,-81.615837,12.0,5.4,      MLv
igepn2012levl,5032,   2012-06-08 04:18:59.000,-1.915964,-81.615837,12.0,5.2,        M
igepn2012lewm,5033,   2012-06-08 04:47:57.000,-1.772799,-81.257172,10.0,3.8,      MLv
igepn2012lewm,5033,   2012-06-08 04:47:57.000,-1.772799,-81.257172,10.0,3.8,        M
igepn2012lgbh,5042,   2012-06-08 20:22:02.000,-2.707688,-78.155991,12.0,4.5,      MLv
igepn2012lgbh,5042,   2012-06-08 20:22:02.000,-2.707688,-78.155991,12.0,4.5,        M
igepn2012ljge,5077,   2012-06-10 14:14:25.000,0.068253,-80.211044,2.17,3.9,      MLv
igepn2012ljge,5077,   2012-06-10 14:14:25.000,0.068253,-80.211044,2.17,3.9,        M
igepn2012ljki,5080,   2012-06-10 16:20:03.000,-0.542952,-80.169586,28.47,3.6,      MLv
igepn2012ljki,5080,   2012-06-10 16:20:03.000,-0.542952,-80.169586,28.47,3.6,        M
igepn2012llra,5098,   2012-06-11 21:59:01.000,-2.963586,-79.782379,10.53,3.7,      MLv
igepn2012llra,5098,   2012-06-11 21:59:01.000,-2.963586,-79.782379,10.53,3.7,        M
igepn2012lmvu,5108,   2012-06-12 13:31:36.000,-2.497643,-77.46312,12.0,4.0,      MLv
igepn2012lmvu,5108,   2012-06-12 13:31:36.000,-2.497643,-77.46312,12.0,4.0,        M
igepn2012looj,5114,   2012-06-13 12:02:47.000,-3.289292,-79.779968,12.0,4.2,      MLv
igepn2012looj,5114,   2012-06-13 12:02:47.000,-3.289292,-79.779968,12.0,4.2,        M
igepn2012lrsn,5136,   2012-06-15 05:33:46.000,-1.417972,-81.472389,10.0,3.8,      MLv
igepn2012lrsn,5136,   2012-06-15 05:33:46.000,-1.417972,-81.472389,10.0,3.8,        M
igepn2012lsmr,5141,   2012-06-15 15:47:59.000,-1.848189,-81.389931,10.0,4.3,      MLv
igepn2012lsmr,5141,   2012-06-15 15:47:59.000,-1.848189,-81.389931,10.0,4.3,        M
igepn2012ltdr,5154,   2012-06-16 00:19:35.000,-2.486336,-76.521904,12.0,5.4,      MLv
igepn2012ltdr,5154,   2012-06-16 00:19:35.000,-2.486336,-76.521904,12.0,5.4,        M
igepn2012ltdr,5154,   2012-06-16 00:19:35.000,-2.486336,-76.521904,12.0,5.4,      MLv
igepn2012luru,5160,   2012-06-16 20:35:13.000,-3.680805,-77.784668,12.0,4.7,      MLv
igepn2012luru,5160,   2012-06-16 20:35:13.000,-3.680805,-77.784668,12.0,4.7,        M
igepn2012luxc,5164,   2012-06-16 23:16:08.000,-3.092985,-78.004997,12.0,3.8,      MLv
igepn2012luxc,5164,   2012-06-16 23:16:08.000,-3.092985,-78.004997,12.0,3.8,        M
igepn2012lxux,5188,   2012-06-18 13:34:46.000,-1.065161,-78.815834,5.15,5.1,      MLv
igepn2012lxux,5188,   2012-06-18 13:34:46.000,-1.065161,-78.815834,5.15,5.1,        M
igepn2012lyef,5189,   2012-06-18 18:17:31.000,-3.168904,-80.592491,12.0,4.2,      MLv
igepn2012lyef,5189,   2012-06-18 18:17:31.000,-3.168904,-80.592491,12.0,4.2,        M
igepn2012mddp,5238,   2012-06-21 11:38:32.000,-4.02837,-80.497353,12.0,4.2,      MLv
igepn2012mddp,5238,   2012-06-21 11:38:32.000,-4.02837,-80.497353,12.0,4.2,        M
igepn2012mdkr,5239,   2012-06-21 15:13:59.000,-3.066084,-77.695114,156.73,3.8,      MLv
igepn2012mdkr,5239,   2012-06-21 15:13:59.000,-3.066084,-77.695114,156.73,3.8,        M
igepn2012meis,5248,   2012-06-22 03:22:14.000,0.584459,-78.761276,0.61,3.5,      MLv
igepn2012meis,5248,   2012-06-22 03:22:14.000,0.584459,-78.761276,0.61,3.5,        M
igepn2012mekn,5249,   2012-06-22 04:17:23.000,-1.792352,-78.53437,125.96,3.6,      MLv
igepn2012mekn,5249,   2012-06-22 04:17:23.000,-1.792352,-78.53437,125.96,3.6,        M
igepn2012mjeb,5273,   2012-06-24 18:41:50.000,-3.155826,-80.612541,12.0,4.1,      MLv
igepn2012mjeb,5273,   2012-06-24 18:41:50.000,-3.155826,-80.612541,12.0,4.1,        M
igepn2012mkby,5284,   2012-06-25 06:46:50.000,0.856709,-79.719048,2.06,4.1,      MLv
igepn2012mkby,5284,   2012-06-25 06:46:50.000,0.856709,-79.719048,2.06,4.1,        M
igepn2012mklz,5288,   2012-06-25 11:49:53.000,0.815694,-79.764572,5.34,4.0,      MLv
igepn2012mklz,5288,   2012-06-25 11:49:53.000,0.815694,-79.764572,5.34,4.0,        M
igepn2012mmqn,5303,   2012-06-26 16:23:18.000,-1.852946,-81.029205,10.0,4.0,      MLv
igepn2012mmqn,5303,   2012-06-26 16:23:18.000,-1.852946,-81.029205,10.0,4.0,        M
igepn2012mnjl,5309,   2012-06-27 01:57:11.000,-1.852618,-80.99646,10.0,3.6,      MLv
igepn2012mnjl,5309,   2012-06-27 01:57:11.000,-1.852618,-80.99646,10.0,3.6,        M
igepn2012modc,5320,   2012-06-27 11:54:18.000,-2.019217,-81.114967,10.0,3.9,      MLv
igepn2012modc,5320,   2012-06-27 11:54:18.000,-2.019217,-81.114967,10.0,3.9,        M
igepn2012modw,5321,   2012-06-27 12:17:24.000,-1.699537,-81.100304,10.0,5.2,      MLv
igepn2012modw,5321,   2012-06-27 12:17:24.000,-1.699537,-81.100304,10.0,5.2,        M
